Sample,X,Y,Z
707,0.000,0.004,-1.012
708,0.020,0.023,-0.980
709,-0.008,-0.055,-0.977
710,-0.008,-0.004,-0.984
711,-0.004,0.031,-1.008
712,-0.012,0.020,-1.008
713,0.062,0.043,-1.020
714,0.039,-0.031,-1.043
715,-0.023,0.012,-0.969
716,0.000,0.035,-0.980
717,-0.035,0.004,-0.934
718,-0.059,-0.008,-0.934
719,0.043,0.004,-0.953
720,-0.004,0.008,-0.891
721,-0.070,-0.008,-0.887
722,-0.008,0.035,-0.934
723,-0.020,0.035,-0.906
724,-0.020,0.035,-0.922
725,0.090,0.043,-0.965
726,0.094,0.059,-0.973
727,0.016,0.012,-0.969
728,0.020,0.023,-0.910
729,-0.012,0.055,-0.918
730,-0.027,0.043,-0.973
731,0.055,-0.039,-0.934
732,0.066,-0.004,-0.953
733,-0.012,0.016,-1.000
734,-0.055,0.020,-0.934
735,-0.023,0.012,-0.953
736,-0.035,-0.035,-1.004
737,0.008,-0.031,-0.961
738,0.055,-0.004,-0.996
739,-0.008,0.051,-1.012
740,-0.039,0.023,-0.984
741,0.039,0.000,-0.945
742,0.020,0.016,-0.949
743,0.020,0.035,-0.969
744,0.020,0.023,-0.945
745,0.004,0.012,-0.934
746,-0.047,0.004,-0.969
747,0.004,0.051,-0.934
748,0.027,0.059,-0.973
749,-0.016,0.027,-0.965
750,0.008,0.016,-0.926
751,0.016,0.035,-0.922
752,-0.016,0.086,-0.977
753,0.027,0.031,-0.996
754,0.066,0.023,-0.949
755,0.023,0.004,-0.961
756,-0.012,0.020,-0.938
757,-0.004,0.016,-0.914
758,-0.016,-0.012,-0.957
759,-0.020,0.004,-0.949
760,0.012,-0.004,-0.941
761,-0.004,0.012,-0.961
762,-0.059,0.016,-0.988
763,-0.039,0.023,-0.961
764,-0.059,0.004,-0.922
765,-0.012,0.016,-0.992
766,0.074,0.016,-1.020
767,0.055,0.020,-0.977
768,-0.043,0.031,-0.984
769,-0.035,0.086,-0.934
770,-0.027,0.035,-0.957
771,0.090,-0.023,-0.957
772,0.113,-0.059,-0.922
773,0.000,-0.008,-0.926
774,-0.039,0.062,-0.918
775,-0.055,0.043,-0.902
776,-0.047,0.008,-0.938
777,0.082,-0.004,-0.969
778,0.098,0.012,-0.945
779,-0.035,0.035,-0.961
780,-0.062,0.051,-0.953
781,-0.031,0.016,-0.906
782,-0.027,0.012,-0.945
783,0.020,0.012,-0.977
784,0.016,0.008,-0.961
785,-0.066,-0.004,-0.988
786,-0.062,0.027,-0.977
787,0.004,0.031,-0.949
788,-0.047,0.004,-0.988
789,0.004,0.000,-0.984
790,0.082,-0.016,-0.969
791,0.035,0.004,-0.984
792,0.035,0.039,-0.984
793,0.059,0.039,-0.945
794,-0.016,0.008,-0.961
795,-0.004,0.027,-0.938
796,0.031,0.059,-0.941
797,-0.004,0.012,-0.980
798,0.000,0.008,-0.945
799,0.016,0.012,-0.945
800,-0.102,0.016,-0.918
801,-0.121,0.031,-0.883
802,-0.027,0.004,-0.934
803,0.035,-0.012,-0.961
804,0.047,-0.012,-0.934
805,-0.020,0.027,-0.953
806,-0.090,0.062,-0.961
807,-0.008,0.016,-0.969
808,0.086,0.012,-1.000
809,0.090,-0.004,-1.020
810,0.035,-0.016,-0.969
811,-0.016,0.016,-0.953
812,-0.074,0.023,-0.980
813,-0.039,0.012,-0.969
814,0.047,-0.020,-0.957
815,0.035,-0.027,-0.973
816,0.008,0.008,-0.973
817,0.012,0.031,-0.934
818,0.012,0.031,-0.934
819,-0.027,0.023,-0.934
820,-0.012,-0.012,-0.949
821,0.016,0.055,-0.934
822,0.020,0.047,-0.961
823,0.020,0.031,-0.988
824,0.004,0.047,-0.934
825,-0.035,0.023,-0.949
826,-0.062,0.039,-0.930
827,-0.004,0.035,-0.906
828,0.035,-0.020,-0.949
829,0.055,0.000,-0.949
830,0.020,-0.008,-0.934
831,-0.031,0.023,-0.922
832,0.016,0.035,-0.973
833,0.082,0.012,-0.984
834,0.059,0.016,-0.965
835,0.020,0.016,-0.996
836,-0.055,0.055,-0.977
837,-0.031,0.062,-1.000
838,0.035,0.012,-1.008
839,0.027,-0.016,-0.957
840,-0.027,-0.016,-0.953
841,-0.055,0.043,-0.922
842,-0.016,0.000,-0.902
843,-0.020,0.008,-0.926
844,0.039,0.004,-0.938
845,0.027,-0.016,-0.957
846,-0.004,0.047,-0.973
847,-0.012,0.047,-0.988
848,0.020,0.035,-0.961
849,0.012,0.027,-0.941
850,0.008,0.039,-0.992
851,0.012,0.035,-0.969
852,0.004,0.000,-0.934
853,0.004,0.000,-0.957
854,0.012,0.023,-0.941
855,-0.004,0.004,-0.910
856,-0.023,0.012,-0.926
857,0.039,0.008,-0.984
858,0.074,-0.012,-0.969
859,0.016,0.020,-0.961
860,-0.043,0.039,-0.992
861,-0.016,0.043,-0.961
862,0.039,0.008,-0.969
863,0.004,0.020,-0.980
864,-0.043,0.059,-0.953
865,-0.039,-0.012,-0.934
866,-0.012,-0.008,-0.941
867,0.023,-0.020,-0.934
868,-0.023,0.008,-0.926
869,-0.066,0.023,-0.938
870,-0.004,0.027,-0.965
871,0.109,0.000,-0.957
872,0.098,-0.008,-0.969
873,-0.035,0.047,-0.965
874,-0.074,0.066,-0.945
875,-0.020,0.016,-0.961
876,0.055,0.004,-0.992
877,0.078,-0.004,-1.008
878,0.008,0.008,-0.969
879,-0.078,0.008,-0.938
880,-0.082,0.023,-0.926
